Date,Building Number,Project Name,Address,Status,Url
10/31/2007,2007-011914,CONDO,"353 RIDGE HILL CIR, 5, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BMU&capID2=00000&capID3=21609&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011913,CONDO,"351 RIDGE HILL CIR, 5, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BMU&capID2=00000&capID3=21608&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011912,CONDO,"347 RIDGE HILL CIR, 5, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BMU&capID2=00000&capID3=21607&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011911,CONDO,"345 RIDGE HILL CIR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BMU&capID2=00000&capID3=21606&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011886,LOW VOLTAGE,"2455 PACES FERRY RD, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=03177&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011884,NEW TENANT-INTERIOR RENO,"1450 VETERANS MEMORIAL PKY BLG 100, 160, MABLETON GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=03176&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011918,ANTENNA CO-LOCATION/CAB,"2601 SHALLOWFORD RD, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BLD&capID2=00000&capID3=03175&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011878,RENOVATION,"1485 WATERFORD CT, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=00661&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011877,REPERMIT FROM 0600167RB,"860 BARN OWL RD, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=00660&agencyCode=COBBCO&IsToShowInspection=
10/31/2007,2007-011881,POOL,"3521 BILLINGSLEY DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=00659&agencyCode=COBBCO&IsToShowInspection=
