Date,Building Number,Project Name,Address,Status,Url
12/29/2006,2006-014612,SINGLE FAMILY STICK BUILT,"2520 MURDOCK RD, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=08BHM&capID2=00000&capID3=00068&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014616,RENOVATION,"2900 DELK RD EXT, 1450, GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BLD&capID2=00000&capID3=03731&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014614,RENOVATGION,"2355 CUMBERLAND PKY, 10, ATLANTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BLD&capID2=00000&capID3=03714&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014607,RENOVATION,"280 INTERSTATE NORTH, 200, GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BLD&capID2=00000&capID3=03691&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014603,ELECTRIC,"4903 DUE WEST RD, KENNESAW GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=00714&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014624,SINGLE FAMILY STICK BUILT,"1465 WHITE ROSE CT, KENNESAW GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=00713&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014613,STORAGE BLDG,"3241 HICKORY CREST DR, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=00655&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014628,SINGLE FAMILY STICK BUILT,"160 PALMER OAKS LN, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=00654&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014627,BASEMENT,"2932 PERRINGTON CT, 22H, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=00653&agencyCode=COBBCO&IsToShowInspection=
12/29/2006,2006-014626,BASEMENT,"4831 RIVER FARM RD, MARIETTA GA",Complete,https://cobbca.cobbcounty.org/CitizenAccess/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=07BHM&capID2=00000&capID3=00652&agencyCode=COBBCO&IsToShowInspection=
